0.0,0.0,14.0,18.0,21.0,2.0,4.0,40.0,1.0,0.0
2.0,7.0,0.0,12.0,15.0,21.0,3.0,39.0,1.0,0.0
3.0,4.0,1.0,1.0,20.0,21.0,2.0,39.0,8.0,1.0
7.0,1.0,3.0,18.0,3.0,2.0,25.0,40.0,1.0,0.0
2.0,10.0,0.0,18.0,2.0,2.0,24.0,40.0,2.0,0.0
5.0,7.0,10.0,0.0,2.0,19.0,2.0,41.0,14.0,0.0
0.0,0.0,0.0,14.0,15.0,16.0,1.0,37.0,14.0,3.0
0.0,9.0,0.0,15.0,1.0,22.0,2.0,39.0,10.0,2.0
5.0,1.0,7.0,0.0,17.0,21.0,2.0,39.0,8.0,0.0
3.0,4.0,9.0,13.0,2.0,20.0,39.0,1.0,9.0,0.0
4.0,4.0,11.0,15.0,16.0,2.0,37.0,0.0,11.0,0.0
4.0,4.0,8.0,13.0,15.0,2.0,39.0,0.0,13.0,2.0
2.0,9.0,0.0,2.0,1.0,29.0,2.0,38.0,16.0,1.0
1.0,7.0,9.0,2.0,18.0,20.0,2.0,39.0,2.0,0.0
0.0,0.0,2.0,15.0,18.0,3.0,2.0,39.0,21.0,0.0
3.0,6.0,1.0,0.0,20.0,20.0,2.0,40.0,8.0,0.0
0.0,11.0,13.0,1.0,2.0,1.0,23.0,39.0,9.0,1.0
5.0,8.0,11.0,15.0,2.0,2.0,38.0,1.0,17.0,1.0
0.0,11.0,0.0,17.0,1.0,24.0,4.0,40.0,3.0,0.0
5.0,4.0,9.0,13.0,15.0,2.0,38.0,0.0,13.0,1.0
0.0,9.0,12.0,15.0,1.0,1.0,1.0,40.0,21.0,0.0
1.0,4.0,0.0,1.0,2.0,20.0,23.0,39.0,9.0,1.0
0.0,0.0,14.0,18.0,20.0,1.0,4.0,40.0,2.0,1.0
0.0,0.0,16.0,16.0,2.0,21.0,3.0,40.0,2.0,0.0
3.0,10.0,0.0,2.0,2.0,19.0,2.0,39.0,23.0,0.0
6.0,9.0,0.0,17.0,21.0,3.0,4.0,40.0,0.0,0.0
5.0,8.0,12.0,14.0,3.0,2.0,39.0,0.0,15.0,2.0
0.0,10.0,14.0,0.0,4.0,3.0,25.0,40.0,4.0,0.0
0.0,0.0,13.0,18.0,22.0,3.0,3.0,40.0,1.0,0.0
4.0,4.0,9.0,13.0,16.0,2.0,39.0,0.0,13.0,0.0
6.0,2.0,1.0,17.0,3.0,3.0,25.0,40.0,2.0,1.0
3.0,1.0,11.0,16.0,15.0,2.0,35.0,6.0,10.0,1.0
4.0,7.0,6.0,15.0,2.0,20.0,37.0,0.0,8.0,1.0
7.0,1.0,2.0,17.0,3.0,3.0,25.0,40.0,1.0,1.0
5.0,8.0,11.0,15.0,2.0,2.0,38.0,0.0,17.0,2.0
0.0,0.0,15.0,17.0,19.0,2.0,4.0,41.0,2.0,0.0
0.0,12.0,1.0,17.0,0.0,24.0,3.0,40.0,2.0,1.0
0.0,2.0,0.0,15.0,5.0,19.0,3.0,39.0,15.0,2.0
7.0,0.0,2.0,17.0,3.0,3.0,25.0,40.0,2.0,1.0
4.0,1.0,12.0,0.0,18.0,1.0,3.0,39.0,22.0,0.0
4.0,7.0,10.0,0.0,2.0,19.0,2.0,40.0,15.0,1.0
0.0,1.0,13.0,16.0,20.0,0.0,3.0,41.0,6.0,0.0
0.0,9.0,4.0,15.0,3.0,3.0,39.0,27.0,0.0,0.0
0.0,6.0,10.0,16.0,1.0,20.0,0.0,39.0,8.0,0.0
0.0,8.0,10.0,0.0,1.0,3.0,23.0,40.0,15.0,0.0
1.0,0.0,15.0,18.0,19.0,2.0,3.0,41.0,1.0,0.0
1.0,10.0,13.0,1.0,4.0,3.0,25.0,40.0,3.0,0.0
0.0,0.0,10.0,15.0,18.0,1.0,1.0,40.0,14.0,1.0
0.0,11.0,2.0,18.0,1.0,22.0,3.0,41.0,2.0,0.0
0.0,8.0,13.0,14.0,0.0,0.0,1.0,39.0,22.0,3.0
5.0,4.0,7.0,14.0,15.0,2.0,39.0,0.0,13.0,1.0
0.0,10.0,12.0,15.0,1.0,0.0,0.0,39.0,21.0,2.0
3.0,6.0,11.0,0.0,2.0,19.0,2.0,40.0,17.0,0.0
1.0,0.0,2.0,14.0,2.0,21.0,39.0,6.0,15.0,0.0
2.0,8.0,1.0,0.0,17.0,19.0,38.0,6.0,8.0,1.0
0.0,11.0,1.0,19.0,0.0,23.0,3.0,39.0,2.0,2.0
3.0,0.0,12.0,1.0,17.0,3.0,2.0,40.0,21.0,1.0
5.0,8.0,12.0,15.0,2.0,2.0,40.0,0.0,16.0,0.0
5.0,0.0,12.0,0.0,18.0,2.0,3.0,40.0,19.0,1.0
2.0,10.0,2.0,1.0,2.0,2.0,39.0,24.0,17.0,1.0
0.0,10.0,12.0,2.0,1.0,1.0,23.0,39.0,12.0,0.0
4.0,9.0,11.0,0.0,1.0,20.0,2.0,39.0,13.0,1.0
1.0,0.0,13.0,17.0,3.0,20.0,3.0,40.0,2.0,1.0
4.0,4.0,9.0,13.0,15.0,2.0,38.0,0.0,14.0,1.0
4.0,5.0,8.0,13.0,14.0,2.0,39.0,0.0,14.0,1.0
0.0,9.0,10.0,14.0,17.0,3.0,38.0,7.0,1.0,1.0
0.0,11.0,0.0,16.0,1.0,24.0,3.0,41.0,2.0,2.0
6.0,8.0,11.0,14.0,3.0,2.0,38.0,0.0,17.0,1.0
4.0,4.0,11.0,12.0,17.0,2.0,38.0,0.0,11.0,1.0
0.0,5.0,6.0,14.0,1.0,20.0,0.0,39.0,15.0,0.0
2.0,8.0,12.0,0.0,16.0,2.0,37.0,7.0,16.0,0.0
1.0,8.0,10.0,0.0,1.0,20.0,39.0,6.0,14.0,1.0
4.0,7.0,6.0,14.0,2.0,20.0,37.0,1.0,8.0,1.0
1.0,10.0,1.0,0.0,18.0,21.0,2.0,39.0,7.0,1.0
5.0,11.0,1.0,17.0,18.0,2.0,4.0,39.0,2.0,1.0
3.0,5.0,8.0,13.0,17.0,2.0,38.0,0.0,14.0,0.0
1.0,8.0,4.0,15.0,3.0,3.0,40.0,25.0,0.0,1.0
0.0,0.0,1.0,9.0,1.0,19.0,22.0,40.0,7.0,1.0
1.0,0.0,0.0,10.0,17.0,2.0,23.0,39.0,6.0,2.0
2.0,11.0,0.0,17.0,2.0,23.0,4.0,40.0,0.0,1.0
0.0,6.0,8.0,13.0,0.0,20.0,0.0,38.0,14.0,1.0
0.0,1.0,14.0,17.0,2.0,21.0,3.0,40.0,2.0,0.0
0.0,11.0,0.0,18.0,1.0,24.0,2.0,40.0,4.0,0.0
0.0,11.0,1.0,18.0,1.0,22.0,2.0,40.0,5.0,0.0
0.0,7.0,1.0,16.0,0.0,19.0,3.0,40.0,14.0,0.0
1.0,7.0,2.0,1.0,17.0,19.0,38.0,6.0,8.0,1.0
0.0,10.0,2.0,0.0,1.0,3.0,23.0,39.0,20.0,2.0
0.0,10.0,1.0,16.0,0.0,22.0,2.0,40.0,9.0,0.0
0.0,10.0,13.0,15.0,0.0,1.0,0.0,40.0,20.0,1.0
0.0,8.0,1.0,0.0,1.0,2.0,32.0,36.0,17.0,3.0
4.0,5.0,8.0,13.0,2.0,18.0,38.0,0.0,12.0,0.0
